Swing/Take,Outs,runners_code,count_code,PlateLocHeight,PlateLocSide,ERV_delta
Swing,1,5,6,2.42398,1.00635,0.04651920648498921
Swing,2,5,5,2.47112,0.29081,-0.0985576923076923
Swing,0,0,6,2.01802,-0.73639,-0.003334708840487111
Swing,1,0,5,2.77445,0.19543,-0.0010997696381578118
Swing,1,0,7,3.79839,-0.59969,-0.006357840547369964
Swing,2,0,2,2.09184,0.15597,-0.001150551464057849
Swing,2,0,1,1.3557,0.83114,4.800490696603606e-05
Swing,0,0,5,2.27476,0.81974,-0.0010997696381578118
Swing,0,0,6,0.77137,0.26702,-0.0027686129911500563
Swing,0,0,10,2.38502,0.02835,0.006654406205546196
Swing,0,1,6,3.75114,0.21531,0.003829026067189628
Swing,0,1,3,2.76307,0.32145,-0.0281772753095115
Swing,1,1,9,2.33698,0.04416,0.01451122407835187
Swing,1,1,7,4.16209,1.32058,1.0002202024614535
Swing,1,1,3,3.1202,0.47502,-0.0281772753095115
Swing,2,3,5,2.64037,-0.35043,-0.06209769026883756
Swing,0,0,6,2.67203,-1.09895,-0.0027686129911500563
Swing,0,0,1,1.1588,-0.20247,4.800490696603606e-05
Swing,1,0,5,2.27755,-0.05478,-0.0010997696381578118
Swing,1,0,2,1.18262,0.86257,-0.001150551464057849
Swing,1,0,0,0.37629,0.77301,0.002250321102215661
Swing,2,0,9,2.7352,0.5345,0.0030843553837095316
Swing,2,1,5,3.1189,-0.44406,-0.02223304122038299
Swing,0,0,4,3.09993,-0.46127,-0.0006141007563030907
Swing,0,0,3,1.98586,-1.01256,0.0
Swing,0,0,3,1.38673,-0.24007,-0.004799676767780519
Swing,1,0,5,3.03227,0.39763,0.0
Swing,2,0,1,3.72891,0.6212,4.800490696603606e-05
Swing,0,0,5,3.72491,-0.36109,0.0
Swing,1,0,6,2.91722,-1.19324,-0.0027686129911500563
Swing,1,0,3,2.09076,-0.83553,0.009129425593108057
Swing,1,1,6,2.30014,-0.75576,0.003829026067189628
Swing,1,1,4,2.22494,-1.24733,-0.0038155763851401153
Swing,1,1,8,2.52576,-0.89227,0.003539131710279003
Swing,1,3,5,1.64329,0.84838,0.01948347037035504
Swing,1,3,1,2.50634,-0.41704,0.0
Swing,1,3,3,1.62146,-0.17329,0.0
Swing,1,3,3,3.25247,-0.27252,-0.056845041008695474
Swing,2,3,4,0.73005,0.68546,0.025854305360679064
Swing,2,3,3,2.29845,-0.66156,-0.11894273127753303
Swing,0,0,2,2.42445,-1.12855,-0.001150551464057849
Swing,0,0,1,3.01573,0.11308,0.0
Swing,0,0,1,2.30131,-0.02154,4.800490696603606e-05
Swing,1,0,7,2.79011,-0.15745,-0.0015581637795894446
Swing,1,0,3,2.61892,-0.37946,-0.004799676767780519
Swing,2,0,4,1.99725,0.85238,0.03019246529116853
Swing,2,2,4,2.45618,0.05974,-0.0693950177935943
Swing,0,0,9,3.30573,-0.30202,0.0030843553837095316
Swing,0,0,3,2.28465,0.60634,0.0
Swing,0,0,8,3.34575,0.55285,-0.007388489543800994
Swing,1,0,7,3.00628,-0.01011,-0.0015581637795894446
Swing,1,1,5,3.28996,0.45193,0.01271417392341024
Swing,1,1,2,1.11242,0.36636,-0.003650642863614391
Swing,1,1,0,1.92061,1.04202,-0.009063531059795848
Swing,2,1,6,0.24073,-0.91848,0.003829026067189628
Swing,2,1,7,2.77409,1.17581,0.00022020246145342676
Swing,0,0,10,1.99238,-0.70092,0.00011379338845861342
Swing,0,0,8,1.50756,-0.81491,-0.007388489543800994
Swing,1,0,8,2.02345,-1.24282,-0.007388489543800994
Swing,2,0,6,2.21263,0.25159,-0.011638647699981526
Swing,0,0,9,1.92775,-0.23207,-0.003273485163660432
Swing,1,0,5,3.39901,0.56215,-0.0010997696381578118
Swing,1,0,7,3.53533,0.45414,-0.0015581637795894446
Swing,1,0,3,3.31366,0.56795,-0.004799676767780519
Swing,2,0,5,2.51514,-0.57905,-0.0010997696381578118
Swing,2,0,2,2.21118,0.22853,-0.001150551464057849
Swing,2,0,1,1.98093,0.41815,-0.008255933952528379
Swing,0,0,5,3.71277,0.89591,-0.0010997696381578118
Swing,0,0,3,2.62407,0.29872,-0.004799676767780519
Swing,1,1,4,3.06311,0.10101,-0.0038155763851401153
Swing,2,1,3,1.60283,0.25374,0.0
Swing,2,1,3,1.40871,1.09011,-0.042106377670400076
Swing,0,0,5,1.8577,-0.6491,0.9999999999999999
Swing,0,0,6,1.72924,-0.31121,-0.0027686129911500563
Swing,0,1,5,1.41335,-0.4922,0.03986464904845457
Swing,0,3,9,2.71974,-1.03847,0.03830979247218497
Swing,0,3,10,2.09241,0.63682,-0.035059927045336114
Swing,0,7,5,3.01692,-1.03971,-0.027200488997555006
Swing,0,7,0,2.10091,-0.97982,0.0
Swing,0,7,0,1.10027,-2.09374,-0.050675675675675685
Swing,1,7,5,2.83768,-0.07844,2.0
Swing,2,7,5,3.17442,-0.29723,-0.11669606114050558
Swing,2,0,4,2.63404,-1.70448,-0.0006141007563030907
Swing,2,0,1,2.64883,-1.4564,0.0
Swing,2,0,8,3.54592,-0.46314,-0.01569242840329541
Swing,0,0,5,2.02239,-0.84448,-0.0010997696381578118
Swing,0,0,1,1.80726,-1.27998,4.800490696603606e-05
Swing,1,0,6,2.20098,0.53554,-0.003334708840487111
Swing,2,0,2,1.34066,-0.76054,-0.007204169221336603
Swing,0,0,4,3.12725,-0.8026,-0.0006141007563030907
Swing,0,0,3,3.23613,0.04038,-0.004799676767780519
Swing,1,0,11,1.8678,-0.50232,0.012641777452428572
Swing,1,0,10,3.39699,-0.81793,0.00011379338845861342
Swing,1,0,8,2.85239,-0.21765,0.0
Swing,1,0,8,3.25636,0.49483,0.0
Swing,1,0,8,3.44677,-0.49825,0.006540612817087583
Swing,1,1,5,3.88214,1.00441,0.01271417392341024
Swing,1,1,2,1.96606,-0.4581,-0.003650642863614391
Swing,1,1,0,3.56619,0.84717,0.0
Swing,1,1,1,4.08236,0.21892,-0.01750538936311801
Swing,2,1,8,2.70492,-0.45644,0.0
Swing,2,1,8,1.33323,-0.95639,0.0
Swing,2,1,8,3.01368,-0.81239,0.0
Swing,2,3,5,3.51306,0.31203,-0.06209769026883756
Swing,0,0,4,3.02497,-0.20131,-0.0006141007563030907
Swing,0,0,1,1.29615,0.81603,4.800490696603606e-05
Swing,1,0,0,2.41716,-0.63752,0.0
Swing,2,0,4,3.13494,0.44187,-0.0006141007563030907
Swing,2,0,8,2.30265,0.52879,0.0
Swing,0,0,7,3.7089,-0.28801,-0.0015581637795894446
Swing,0,0,8,3.01865,-0.34265,0.006540612817087583
Swing,0,1,6,3.78596,0.47511,0.003829026067189628
Swing,0,1,7,3.20683,0.64886,0.00022020246145342676
Swing,0,1,3,3.82347,0.36736,-0.0281772753095115
Swing,1,1,5,3.88673,0.12569,0.0
Swing,2,3,5,2.12816,0.18705,0.01948347037035504
Swing,2,3,4,2.72275,-1.01154,0.025854305360679064
Swing,2,3,1,1.35245,-1.05518,-0.11409508194833912
Swing,0,0,6,2.53287,0.05761,0.010594393520401466
Swing,0,1,6,2.24275,-0.45852,0.003829026067189628
Swing,0,1,4,3.01285,0.60128,-0.0038155763851401153
Swing,0,1,3,2.16229,0.03671,0.0
Swing,0,1,8,1.94366,0.24537,-0.036325517338175566
Swing,1,1,6,3.00181,0.81093,-0.03972498090145149
Swing,0,0,5,2.22406,0.82012,0.0
Swing,1,0,9,3.48489,0.57245,0.0030843553837095316
Swing,1,0,7,2.0494,-0.07901,0.9936421594526299
Swing,1,0,5,2.37878,-0.0046,0.0
Swing,2,0,6,1.26239,-0.59503,-0.0027686129911500563
Swing,2,0,1,1.26365,0.3083,0.013977107267854613
Swing,2,1,6,3.15165,-0.04605,-0.03972498090145149
Swing,0,0,9,2.32769,0.44465,0.0030843553837095316
Swing,0,0,10,2.69487,0.91468,0.00011379338845861342
Swing,0,0,8,2.25426,0.6311,0.0
Swing,1,0,6,2.73351,0.48701,0.010594393520401466
Swing,1,1,9,1.546,0.80079,0.01451122407835187
Swing,1,1,7,2.59389,-0.40379,0.00022020246145342676
Swing,1,1,8,2.24071,0.20658,-0.036325517338175566
Swing,2,1,3,2.3327,0.83676,0.011687373738943067
Swing,2,3,5,2.66021,0.1357,0.01948347037035504
Swing,2,3,4,1.62718,0.43435,0.025854305360679064
Swing,2,3,1,1.99872,0.1236,-0.12239902080783353
Swing,0,0,7,1.85882,0.41114,0.007571261813518613
Swing,0,1,7,2.14567,-1.0196,0.00022020246145342676
Swing,0,3,6,2.85712,0.65834,1.0318910256410256
Swing,0,5,5,2.55662,-0.68206,0.023782733224222585
Swing,0,5,2,1.90123,-0.29946,0.9167220744680851
Swing,1,2,2,3.02564,1.61556,-0.019816087258863746
Swing,1,2,1,2.08177,0.25732,-0.04480846774193549
Swing,2,2,9,2.77947,-0.33254,0.016150850584136095
Swing,2,2,10,2.43832,0.735,-0.0315434968219334
Swing,2,2,8,3.13331,0.40474,-0.07086614173228346
Swing,0,0,6,2.60835,0.36921,0.010594393520401466
Swing,0,1,6,2.3637,-0.03199,0.003829026067189628
Swing,0,1,4,1.87642,-0.68612,-0.0038155763851401153
Swing,0,1,1,2.15738,0.37632,0.982494610636882
Swing,0,1,5,1.65487,-0.03592,0.01271417392341024
Swing,0,1,1,0.43767,0.50911,-0.01750538936311801
Swing,1,1,2,0.86646,0.727,-0.003650642863614391
Swing,1,1,0,2.18261,0.41571,-0.03129657228017884
Swing,0,0,10,2.29471,0.45045,0.006654406205546196
Swing,0,1,5,2.72193,1.00591,1.016829458779617
Swing,0,2,4,2.05403,0.54621,0.9389089210659001
Swing,1,0,7,2.87043,0.60726,0.9936421594526299
Swing,2,0,6,3.03137,2.31726,-0.0027686129911500563
Swing,2,0,7,3.11401,1.1463,-0.0015581637795894446
Swing,2,0,3,2.46184,-0.29162,0.009129425593108057
Swing,2,1,6,2.04542,1.14099,-0.03972498090145149
Swing,0,0,6,1.79364,0.35501,-0.0027686129911500563
Swing,0,0,4,2.85837,0.48963,0.013363006511551522
Swing,0,1,10,2.71402,-0.95615,-0.03621877552527262
Swing,1,1,6,1.94296,-0.53835,-0.017491939681068498
Swing,2,1,5,1.2009,-0.69577,0.01271417392341024
Swing,2,1,4,1.96719,-0.58325,-0.0038155763851401153
Swing,2,1,3,1.31139,0.11077,0.0
Swing,2,1,3,2.30265,0.27331,0.9886521834701055
Swing,2,2,6,2.20385,0.41516,0.00954100319505416
Swing,2,2,10,2.38885,0.78727,-0.0315434968219334
Swing,2,2,8,2.30649,0.32411,-0.07086614173228346
Swing,0,0,1,3.88388,1.205,0.013977107267854613
Swing,0,1,9,3.12223,0.33205,0.01451122407835187
Swing,0,1,7,3.42042,-0.03192,0.00022020246145342676
Swing,0,1,3,3.02736,0.52874,0.0
Swing,0,1,3,3.04756,-0.90211,0.0
Swing,0,1,3,2.24258,0.08786,0.0
Swing,0,3,2,2.60524,0.74842,-0.003119622177654144
Swing,0,3,1,2.95534,0.33387,0.0026009791921664666
Swing,0,7,4,2.39265,0.58014,0.9320601593328866
Swing,1,6,3,1.84473,-0.18144,0.9228820166320166
Swing,1,5,4,3.10594,-0.24518,0.036564625850340135
Swing,1,7,5,2.13065,-0.0469,-0.027200488997555006
Swing,1,7,2,3.46071,-0.21091,0.07787616467323069
Swing,1,7,1,3.3098,-0.24977,0.0
Swing,2,7,1,3.38499,0.19727,-0.17333333333333334
Swing,0,0,5,2.92473,1.18527,-0.0010997696381578118
Swing,0,0,4,2.82236,0.57947,-0.0006141007563030907
Swing,1,0,4,2.12309,-0.40219,-0.0006141007563030907
Swing,2,0,11,3.69449,-0.32463,0.012641777452428572
Swing,2,0,10,3.37279,0.40039,0.00011379338845861342
Swing,2,1,9,2.49979,-0.24779,-0.035678889990089196
Swing,0,0,5,2.31819,-0.29937,-0.0010997696381578118
Swing,0,0,2,2.02225,0.11169,-0.001150551464057849
Swing,0,0,1,1.86639,-0.14385,4.800490696603606e-05
Swing,1,0,5,1.63155,0.32452,-0.0010997696381578118
Swing,1,0,1,2.6449,-0.01216,0.013977107267854613
Swing,1,1,5,2.40364,0.63772,0.01271417392341024
Swing,1,1,0,2.54394,0.18196,0.0
Swing,1,1,0,1.60766,0.40004,0.0
Swing,1,1,1,2.19729,0.42249,-0.01750538936311801
Swing,2,1,5,2.03666,0.2537,0.01271417392341024
Swing,2,1,0,1.79851,-0.34253,-0.03129657228017884
Swing,0,0,7,2.3658,0.18618,0.007571261813518613
Swing,0,1,6,2.49292,-0.47425,0.003829026067189628
Swing,0,1,4,3.47108,-0.46673,-0.0038155763851401153
Swing,0,1,1,3.98611,-0.15175,-0.01750538936311801
Swing,1,1,6,1.39074,0.97808,0.003829026067189628
Swing,1,1,1,1.14289,1.68469,-0.01750538936311801
Swing,2,1,2,-0.81011,0.92414,-0.003650642863614391
Swing,2,1,0,3.08628,-0.25224,0.03080111798865872
Swing,2,3,7,0.17714,0.94787,-0.0017469238948807642
Swing,2,3,3,1.03876,1.61486,-0.11063879241803862
Swing,0,0,9,3.24959,0.11178,0.0030843553837095316
Swing,0,0,8,2.60979,0.01562,-0.007388489543800994
Swing,1,0,5,1.66814,0.37381,-0.0010997696381578118
Swing,1,0,7,2.838,0.15947,-0.0015581637795894446
Swing,1,1,3,0.58108,0.4798,0.0
Swing,1,1,3,1.59608,0.89183,0.0
Swing,1,1,3,2.75649,0.30737,-0.0281772753095115
Swing,2,1,9,3.23955,0.04407,0.01451122407835187
Swing,2,1,7,2.42917,-0.22007,-0.050190114068441066
Swing,0,0,6,3.50088,0.37951,-0.003334708840487111
Swing,1,0,9,2.64011,0.49351,-0.003273485163660432
Swing,2,0,6,2.12614,-0.0857,-0.0027686129911500563
Swing,2,0,4,3.48285,1.14008,-0.0006141007563030907
Swing,2,0,1,2.60085,-0.42628,0.0
Swing,2,0,8,3.42905,0.64177,0.0
Swing,2,0,8,3.05097,0.66316,-0.01569242840329541
Swing,0,0,9,3.04999,-0.32175,0.0030843553837095316
Swing,0,0,3,4.30979,-0.42941,-0.004799676767780519
Swing,1,0,2,2.7295,-0.64827,-0.001150551464057849
Swing,1,0,0,2.97739,0.16544,0.002250321102215661
Swing,2,0,5,2.85233,1.14144,-0.0010997696381578118
Swing,2,0,2,2.7233,0.2441,-0.001150551464057849
Swing,2,0,3,2.08033,-0.17011,0.0
Swing,2,0,8,2.30547,0.00379,-0.007388489543800994
Swing,0,0,5,2.35194,-0.23716,0.013929102360888576
Swing,0,1,4,2.42711,-1.22769,-0.0038155763851401153
Swing,0,1,3,2.71801,-1.50754,-0.0281772753095115
Swing,1,1,9,1.61536,-1.00872,0.01451122407835187
Swing,1,1,7,2.69398,-0.17571,0.00022020246145342676
Swing,2,1,6,2.98198,1.33681,0.003829026067189628
Swing,2,1,4,3.34052,-0.19392,-0.04355400696864112
Swing,0,0,5,3.8329,-0.25681,-0.0010997696381578118
Swing,0,0,2,3.31536,0.19124,-0.001150551464057849
Swing,0,0,0,4.09999,0.16942,0.002250321102215661
Swing,1,0,5,2.47404,-0.22882,-0.0010997696381578118
Swing,1,0,2,2.83929,-0.01704,0.015028871999046388
Swing,1,1,5,2.41886,0.35303,0.01271417392341024
Swing,1,1,10,3.01428,-0.28389,0.00010674181290294682
Swing,1,3,5,2.8725,0.42948,2.9462062485906566
Swing,1,0,4,2.30276,0.76177,-0.0006141007563030907
Swing,1,0,1,0.90839,1.20339,0.0
Swing,1,0,1,2.67955,0.87424,0.0
Swing,1,0,1,2.45144,-0.2739,0.0
Swing,1,0,3,3.50445,0.48503,0.0
Swing,2,0,5,1.73841,0.50581,-0.008303938859494415
Swing,0,0,9,2.23509,-0.53361,-0.003273485163660432
Swing,1,0,2,2.64859,-0.22968,-0.001150551464057849
Swing,1,0,1,3.49538,0.82315,4.800490696603606e-05
Swing,2,0,6,0.95385,-0.4428,-0.0027686129911500563
Swing,2,1,7,3.26443,0.69589,-0.050190114068441066
Swing,0,0,5,,,0.0
Swing,1,0,5,2.48278,-0.87627,-0.0010997696381578118
Swing,1,0,4,2.58848,-0.39449,-0.0006141007563030907
Swing,1,0,3,2.16222,-0.44815,-0.004799676767780519
Swing,2,0,6,1.92769,0.6821,-0.0027686129911500563
Swing,2,0,4,3.0769,0.09076,-0.0006141007563030907
Swing,2,0,1,1.97855,-0.25741,0.0
Swing,2,0,1,2.39747,0.02352,-0.008255933952528379
Swing,0,0,4,3.80644,0.95949,-0.0006141007563030907
Swing,0,0,8,2.39828,0.0408,0.006540612817087583
Swing,0,1,4,1.14778,-0.49439,0.018543683300196442
Swing,0,3,5,3.18232,-0.69011,1.0390517350185189
Swing,1,4,6,1.33675,-0.79497,-0.02843055644489978
Swing,1,4,4,1.50434,-0.37364,0.007453416149068318
Swing,2,4,3,3.39974,0.26941,-0.06110617323852617
Swing,2,5,6,1.55721,0.73505,0.04651920648498921
Swing,2,5,4,2.91199,0.19002,-0.08843537414965986
Swing,0,0,6,2.05962,0.10324,-0.0027686129911500563
Swing,0,0,4,2.53128,-0.18095,-0.0005660958493370546
Swing,1,0,5,3.27044,-0.37466,-0.0010997696381578118
Swing,1,0,2,2.08596,0.21348,-0.001150551464057849
Swing,1,0,1,2.3999,-0.74946,4.800490696603606e-05
Swing,2,0,5,1.74294,-1.18704,-0.0010997696381578118
Swing,2,0,2,2.78557,-0.72383,-0.001150551464057849
Swing,2,0,0,2.57733,-1.60183,0.002250321102215661
Swing,0,0,9,1.38105,0.09558,-0.003273485163660432
Swing,1,0,0,1.93051,-0.118,0.002250321102215661
Swing,2,0,1,2.08395,-0.12462,0.0
Swing,2,0,4,2.3172,1.07008,0.013363006511551522
Swing,2,1,5,3.0167,-0.11909,-0.02223304122038299
Swing,0,1,5,1.79802,-0.62415,0.01271417392341024
Swing,0,1,2,2.12806,-0.34984,-0.01271417392341024
Swing,1,1,5,1.59107,0.0481,1.9860708976391113
Swing,1,0,2,2.27339,0.34279,0.0010997696381578118
Swing,2,0,5,1.91639,-1.01609,-0.0010997696381578118
Swing,2,0,4,4.00914,-0.04339,-0.0006141007563030907
Swing,2,0,3,2.85537,-1.2399,0.0
Swing,2,0,3,2.26083,-0.7855,0.0
Swing,2,0,8,2.59146,-0.28479,0.006540612817087583
Swing,2,1,6,2.44188,-0.29405,-0.03972498090145149
Swing,0,1,2,1.89559,0.70029,-0.003650642863614391
Swing,0,1,0,2.38149,-0.9086,-0.022992633420684423
Swing,2,0,5,2.25584,0.43888,-0.008303938859494415
Swing,0,0,7,3.40589,-0.25719,-0.0015581637795894446
Swing,0,0,8,2.06539,0.56729,-0.007388489543800994
Swing,1,0,6,2.4994,0.3477,-0.003334708840487111
Swing,2,0,6,1.94605,0.59766,-0.0027686129911500563
Swing,2,0,1,2.04543,1.19717,0.0
Swing,2,0,3,2.98455,0.76882,0.0
Swing,2,0,3,3.85894,-0.27233,-0.004799676767780519
Swing,0,0,5,2.64029,-0.64168,0.013929102360888576
Swing,0,1,5,2.45554,-0.5205,0.01271417392341024
Swing,0,1,0,2.78641,-0.73035,-0.009063531059795848
Swing,1,1,9,2.23258,-0.47367,0.01451122407835187
Swing,1,1,7,2.48928,-0.03164,-0.027957072848058075
Swing,2,1,6,2.53092,-0.6931,0.02237270936738607
Swing,2,3,10,3.03094,-0.4564,0.9203398705255141
Swing,2,5,3,2.5757,0.52628,0.0
Swing,2,5,3,2.23104,0.02917,0.9253455535167008
Swing,2,3,2,3.17756,-0.92737,-0.003119622177654144
Swing,2,3,1,2.90317,-1.31436,-0.12239902080783353
Swing,1,0,11,2.41632,0.0402,0.012641777452428572
Swing,1,1,2,2.67333,0.38904,-0.01271417392341024
Swing,2,1,1,2.71139,-0.86792,-0.031434491724006586
Swing,0,0,6,3.4262,-0.48843,0.027423852300018474
Swing,0,2,11,2.70741,-0.31869,0.021363384955752213
Swing,1,2,11,3.003,-0.19429,0.021363384955752213
Swing,2,2,6,2.32197,-0.58285,0.03870367770915216
Swing,1,0,5,4.04938,-0.37076,-0.0010997696381578118
Swing,2,0,6,2.52293,0.693,-0.0027686129911500563
Swing,2,0,4,2.73592,-0.28348,-0.0006141007563030907
Swing,2,0,1,2.0529,-0.3635,4.800490696603606e-05
Swing,0,0,5,1.44146,0.6161,0.013929102360888576
Swing,0,3,9,2.37562,0.31421,0.03830979247218497
Swing,0,3,7,3.72699,-0.06982,-0.05859196490357624
Swing,1,3,2,3.07853,-0.32989,0.9267227782203017
Swing,0,3,3,2.10243,-0.56353,0.9796149610301592
Swing,0,5,6,3.61252,-0.02511,0.04651920648498921
Swing,0,5,4,2.23962,-0.08542,0.020260278024253175
Swing,1,5,6,3.21962,-0.21637,0.04651920648498921
Swing,2,7,3,2.79184,0.32805,-0.27547169811320754
Swing,0,0,7,2.84317,-0.42914,0.007571261813518613
Swing,0,1,5,3.71199,0.44434,0.01271417392341024
Swing,0,1,4,1.99432,0.35764,0.018543683300196442
Swing,0,3,5,3.02685,1.37868,1.0364600020388548
Swing,0,5,2,1.69298,0.73353,0.9397572647369226
Swing,0,3,2,2.52395,-0.1528,-0.05934811941880961
Swing,2,1,5,3.21729,0.55361,1.0
Swing,2,3,4,2.60461,-0.75207,0.025854305360679064
Swing,2,3,5,2.03013,0.23377,0.01948347037035504
Swing,2,3,1,2.71849,0.09818,2.885904918051661
Swing,2,0,0,1.73983,-0.56614,0.0
Swing,2,0,0,1.89473,0.71717,-0.006053617757278754
Swing,0,0,6,2.88713,-0.54558,-0.0027686129911500563
Swing,0,0,3,2.64147,-0.72266,0.0
Swing,0,0,3,3.0464,-1.02229,0.0
Swing,0,0,3,2.14626,-0.33167,-0.004799676767780519
Swing,1,0,3,1.4521,0.35202,0.0
Swing,1,0,3,2.12488,0.0748,-0.004799676767780519
Swing,2,0,4,1.80589,-0.782,-0.00887003470883147
Swing,0,0,4,2.78573,0.05314,-0.0006141007563030907
Swing,0,0,3,2.67583,0.53695,-0.004799676767780519
Swing,1,0,4,2.62,0.19381,-0.0006141007563030907
Swing,1,0,1,3.76694,0.366,4.800490696603606e-05
Swing,2,0,5,2.90423,0.62704,-0.008303938859494415
Swing,0,0,2,3.57307,-0.05692,-0.001150551464057849
Swing,0,0,0,1.96151,-1.07614,0.002250321102215661
Swing,1,0,6,2.17638,0.44884,-0.0027686129911500563
Swing,1,0,4,3.00132,-0.34585,-0.0006141007563030907
Swing,1,0,1,2.75003,1.0704,0.0
Swing,1,0,1,2.55937,0.99921,0.0
Swing,1,0,1,0.88374,-0.0742,4.800490696603606e-05
Swing,2,0,5,2.87295,-0.69735,-0.0010997696381578118
Swing,2,0,7,3.51564,-1.05816,-0.0015581637795894446
Swing,2,0,3,2.72143,-0.77876,0.0
Swing,2,0,8,2.44073,-0.029,0.006540612817087583
Swing,2,1,6,1.20002,0.85644,0.003829026067189628
Swing,2,1,5,2.25092,-0.41766,0.01271417392341024
Swing,2,1,10,2.52705,-0.10513,0.00010674181290294682
Swing,2,1,8,1.58951,-0.05235,0.0
Swing,2,1,8,1.96063,-0.51089,0.0
Swing,2,1,8,0.08303,-2.26817,-0.05025461969906414
Swing,0,0,4,2.18009,0.87473,-0.0006141007563030907
Swing,0,1,9,2.89375,-0.37164,0.01451122407835187
Swing,0,1,7,1.24488,0.25165,-0.027957072848058075
Swing,1,1,7,2.4788,-0.11717,0.011907576200396494
Swing,1,3,2,2.00621,0.59619,-0.003119622177654144
Swing,1,3,1,2.81161,0.48991,0.0
Swing,1,3,3,1.25604,-0.48494,-0.056845041008695474
Swing,0,0,6,2.19999,-0.38711,-0.003334708840487111
Swing,1,0,5,3.46679,-0.72045,-0.0010997696381578118
Swing,1,0,2,2.17671,-0.69452,-0.001150551464057849
Swing,1,0,0,4.27217,-0.57544,0.002250321102215661
Swing,2,0,5,2.95899,-0.36476,-0.0010997696381578118
Swing,2,0,0,3.63437,-0.4891,0.002250321102215661
Swing,0,0,7,2.96606,-0.40895,-0.0015581637795894446
Swing,0,0,3,3.31558,-0.55199,-0.004799676767780519
Swing,1,0,9,2.36719,1.24861,-0.003273485163660432
Swing,2,0,0,3.32081,0.12891,0.016179423463104237
Swing,2,1,7,3.28989,-0.2311,0.00022020246145342676
Swing,2,1,3,1.93779,0.09725,1.9578936223295997
Swing,2,0,4,2.46362,0.04756,-0.0006141007563030907
Swing,2,0,3,3.10299,-0.81969,-0.004799676767780519
Swing,0,0,2,2.88907,-1.10052,0.0010997696381578118
Swing,1,0,6,1.5193,0.06613,-0.0027686129911500563
Swing,1,0,3,3.12714,-0.82732,0.0
Swing,1,0,8,3.48187,-0.38786,-0.007388489543800994
Swing,2,0,2,3.19963,0.65146,-0.007204169221336603
Swing,0,0,6,2.93187,-0.03779,0.9966652911595127
Swing,0,0,4,2.15541,-0.66989,-0.0006141007563030907
Swing,0,0,3,2.98122,0.14335,-0.004799676767780519
Swing,1,0,5,1.95323,-0.46487,-0.0010997696381578118
Swing,1,0,2,2.50018,0.1307,0.0010997696381578118
Swing,2,0,4,1.7096,-0.15825,0.013363006511551522
Swing,0,0,5,1.56768,-0.6153,-0.0010997696381578118
Swing,0,0,1,1.38784,0.4364,0.0
Swing,0,0,1,3.56332,-0.00451,0.0
Swing,1,0,5,1.42485,0.29212,-0.0010997696381578118
Swing,1,0,1,1.50188,-0.32895,0.0
Swing,1,0,1,2.93769,-1.05616,0.0
Swing,1,0,2,1.68237,-0.82184,-0.001150551464057849
Swing,1,0,1,3.02922,0.45232,4.800490696603606e-05
Swing,2,0,8,1.99975,-0.16748,0.0
Swing,2,1,2,1.68768,-0.12987,-0.03494721514379323
Swing,0,0,6,1.88212,0.00497,0.010594393520401466
Swing,0,1,2,2.24162,-0.03832,1.0041152848562067
Swing,0,2,7,2.22997,-0.16667,-0.04329044117647059
Swing,1,2,4,2.58075,0.16112,0.014475949948341185
Swing,1,2,3,2.3782,-0.05931,1.8988148877646038
Swing,1,0,2,2.35013,-0.3885,1.0010997696381576
Swing,1,0,6,2.04625,-0.23515,-0.0027686129911500563
Swing,1,0,7,2.51957,0.22451,0.007571261813518613
Swing,1,1,5,1.70312,0.37462,0.01271417392341024
Swing,1,1,7,1.3397,0.23392,-0.027957072848058075
Swing,2,1,6,1.03824,0.06736,0.02237270936738607
Swing,2,3,2,2.11661,0.91415,-0.003119622177654144
Swing,2,3,3,1.52837,0.62391,0.0
Swing,2,3,8,1.96685,0.26465,0.0
Swing,2,7,6,2.68071,0.57352,0.030004314779780272
Swing,2,7,4,3.54541,0.51291,0.010798898071625346
Swing,0,0,2,2.56456,-1.07793,-0.001150551464057849
Swing,0,0,3,2.98642,-1.40645,0.0
Swing,0,0,3,1.87991,-0.6898,0.009129425593108057
Swing,0,1,9,2.35768,-0.1426,0.026418800278748364
Swing,0,3,5,2.81284,-0.82249,0.01948347037035504
Swing,0,3,2,1.75161,-0.33192,-0.01948347037035504
Swing,1,3,9,2.92536,-0.37824,-0.02028217243139127
Swing,2,3,1,1.67775,0.15196,0.0
Swing,2,3,8,2.47788,-0.07687,0.0
Swing,2,7,3,1.97211,0.01168,2.7635908018867923
Swing,2,2,6,2.74901,-0.16893,0.00954100319505416
Swing,2,2,4,2.79861,-0.29634,-0.0693950177935943
Swing,0,0,6,2.08213,0.52791,-0.0027686129911500563
Swing,0,0,4,3.76549,0.80971,-0.0006141007563030907
Swing,0,0,1,3.70466,-0.1773,0.0
Swing,0,0,1,2.26733,-0.43891,0.0
Swing,0,0,1,1.84996,-0.29673,4.800490696603606e-05
Swing,1,0,2,1.64093,-0.1557,-0.001150551464057849
Swing,1,0,2,1.2485,-0.04033,-0.001150551464057849
Swing,1,0,3,1.96385,-0.11605,1.9952003232322193
Swing,1,0,5,2.55873,0.77444,0.013929102360888576
Swing,2,1,9,2.72823,-0.07406,-0.035678889990089196
